TradeKey,UserKey,AssetSymbol,AssetType,TradeDate,TradeType,Quantity,PriceUSD,TotalUSD,Exchange,Region
884,9,AMZN,Stock,2023-11-24,SELL,46.814,192.19,8997.18,NASDAQ,Asia
885,5,TRX,Crypto,2022-12-17,SELL,47.441,22625.83,1073392,NYSE,Asia
886,4,AAPL,Stock,2020-10-21,BUY,14.72,1170.47,17229.32,Binance,Asia
887,13,USDC,Crypto,2023-08-08,BUY,29.899,17628.51,527074.82,NYSE,USA
888,9,AAPL,Stock,2024-10-14,BUY,39.236,1455.72,57116.63,Coinbase,Asia
889,7,ETH,Crypto,2024-10-20,BUY,16.818,59114.4,994185.98,NYSE,USA
890,16,MSFT,Stock,2022-12-26,BUY,49.968,1247.39,62329.58,Coinbase,Asia
891,2,TRX,Crypto,2023-04-22,SELL,35.164,44347.69,1559442.17,Binance,Asia
892,19,BTC,Crypto,2023-08-09,BUY,35.036,3582.82,125527.68,Binance,USA
893,1,AAPL,Stock,2020-11-09,SELL,37.457,93.27,3493.61,NYSE,Asia
894,19,MSFT,Stock,2021-11-29,BUY,25.996,1400.96,36419.36,Coinbase,USA
895,1,XRP,Crypto,2023-06-30,BUY,39.773,49020.82,1949705.07,NYSE,Asia
896,18,LTC,Crypto,2020-01-14,BUY,26.4,31367.29,828096.46,NASDAQ,Asia
897,17,LTC,Crypto,2022-07-01,SELL,45.187,39755.07,1796412.35,Coinbase,Asia
898,15,DOGE,Crypto,2023-03-11,SELL,47.545,5070.63,241083.1,Kraken,Asia
899,5,XRP,Crypto,2020-02-17,BUY,37.966,35516.72,1348427.79,Coinbase,Asia
900,12,TSLA,Stock,2023-09-27,SELL,5.104,1790.5,9138.71,NYSE,Asia
901,10,GOOGL,Stock,2023-06-29,SELL,15.092,1032.48,15582.19,Kraken,Asia
902,15,MSFT,Stock,2023-04-13,SELL,34.392,902.79,31048.75,Coinbase,Asia
903,2,XRP,Crypto,2023-09-23,BUY,15.272,29883.9,456386.92,Coinbase,Asia
904,10,TSLA,Stock,2022-09-23,SELL,35.338,1158.36,40934.13,Kraken,Asia
905,16,AMZN,Stock,2021-02-15,SELL,16.261,785.57,12774.15,NASDAQ,Asia
906,18,XRP,Crypto,2023-08-13,SELL,30.445,32418.65,986985.8,NYSE,Asia
907,16,XRP,Crypto,2022-07-28,BUY,1.518,12670.94,19234.49,Binance,Asia
908,10,TRX,Crypto,2021-11-22,SELL,26.026,37840.98,984849.35,Binance,Asia
909,1,XRP,Crypto,2020-03-09,SELL,12.272,28787.41,353279.1,Coinbase,Asia
910,13,BTC,Crypto,2023-04-08,SELL,49.332,49352.82,2434673.32,Binance,USA
911,10,XRP,Crypto,2024-05-07,SELL,2.296,37760.48,86698.06,Binance,Asia
912,12,USDC,Crypto,2021-06-15,SELL,2.126,6709.02,14263.38,Binance,Asia
913,8,AMZN,Stock,2023-11-06,BUY,14.284,1147.35,16388.75,NASDAQ,USA
914,2,XRP,Crypto,2024-05-14,BUY,0.133,48819.37,6492.98,Kraken,Asia
915,20,BNB,Crypto,2024-08-13,BUY,18.005,36345.95,654408.83,Coinbase,Asia
916,1,GOOGL,Stock,2020-04-11,SELL,45.084,414.89,18704.9,Coinbase,Asia
917,18,SOL,Crypto,2024-06-21,BUY,23.235,37482.82,870913.32,NASDAQ,Asia
918,2,DOGE,Crypto,2023-06-23,SELL,11.599,43389.86,503278.99,Binance,Asia
919,5,ETH,Crypto,2020-09-10,SELL,43.426,40094.51,1741144.19,Kraken,Asia
920,11,MSFT,Stock,2022-07-09,BUY,19.409,543.97,10557.91,Binance,Asia
921,14,DOGE,Crypto,2020-05-04,SELL,18.347,16865.5,309431.33,Binance,Asia
922,16,AMZN,Stock,2024-05-22,SELL,28.858,1793.82,51766.06,NYSE,Asia
923,15,MSFT,Stock,2022-12-15,BUY,10.536,99.08,1043.91,Coinbase,Asia
924,8,BNB,Crypto,2022-03-30,BUY,37.525,22532.08,845516.3,Kraken,USA
925,6,MSFT,Stock,2023-05-01,SELL,8.179,305.15,2495.82,NYSE,Asia
926,10,USDC,Crypto,2021-04-25,SELL,6.205,37453.71,232400.27,Kraken,Asia
927,19,DOGE,Crypto,2024-03-07,SELL,4.704,24109.83,113412.64,NASDAQ,USA
928,19,SOL,Crypto,2024-07-03,SELL,7.08,42263.07,299222.54,Binance,USA
929,14,USDC,Crypto,2021-08-06,BUY,12.414,360.26,4472.27,Coinbase,Asia
930,9,LINK,Crypto,2020-10-20,SELL,32.834,39114.02,1284269.73,Kraken,Asia
931,17,LINK,Crypto,2023-12-08,SELL,8.939,37757.87,337517.6,Kraken,Asia
932,17,TSLA,Stock,2024-09-26,BUY,39.974,1879.59,75134.73,Coinbase,Asia
933,14,BTC,Crypto,2020-02-18,BUY,10.118,51800.22,524114.63,Binance,Asia
934,5,SOL,Crypto,2022-05-19,SELL,6.005,49514.27,297333.19,Kraken,Asia
935,4,MSFT,Stock,2022-06-26,BUY,18.88,752.41,14205.5,NYSE,Asia
936,1,TSLA,Stock,2020-01-16,SELL,47.903,1737.51,83231.94,Coinbase,Asia
937,13,LINK,Crypto,2022-04-12,SELL,42.216,10764.85,454448.91,Kraken,USA
938,18,TRX,Crypto,2024-03-16,BUY,10.704,45168.6,483484.69,Kraken,Asia
939,17,TSLA,Stock,2023-05-26,SELL,26.318,1272.32,33484.92,NASDAQ,Asia
940,7,GOOGL,Stock,2023-04-10,SELL,45.165,1971.24,89031.05,Binance,USA
941,13,LINK,Crypto,2022-08-14,BUY,43.472,31867.13,1385327.88,NYSE,USA
942,17,TRX,Crypto,2023-07-26,BUY,5.748,16618.21,95521.47,NYSE,Asia
943,11,DOGE,Crypto,2022-11-15,BUY,34.647,948.78,32872.38,Binance,Asia
944,1,GOOGL,Stock,2023-09-20,BUY,20.107,1776.53,35720.69,Coinbase,Asia
945,8,SOL,Crypto,2020-01-29,SELL,6.736,21832.43,147063.25,Kraken,USA
946,11,USDC,Crypto,2022-10-22,SELL,31.324,10247.02,320977.65,Binance,Asia
947,6,LTC,Crypto,2022-08-25,SELL,5.519,139.98,772.55,NASDAQ,Asia
948,10,DOGE,Crypto,2023-03-17,BUY,0.83,29074.84,24132.12,NYSE,Asia
949,20,USDC,Crypto,2020-04-03,BUY,26.744,49408.69,1321386.01,NASDAQ,Asia
950,7,LTC,Crypto,2023-09-19,BUY,5.313,53883.78,286284.52,NYSE,USA
951,13,XRP,Crypto,2022-08-08,SELL,39.838,32437.48,1292244.33,Binance,USA
952,11,LINK,Crypto,2022-09-26,BUY,41.506,32210.54,1336930.67,Binance,Asia
953,2,DOGE,Crypto,2022-06-30,SELL,45.989,31705.1,1458085.84,NYSE,Asia
954,10,AAPL,Stock,2022-09-25,BUY,48.301,778.72,37612.95,Coinbase,Asia
955,14,BNB,Crypto,2020-03-03,SELL,17.5,11189.5,195816.25,Coinbase,Asia
956,2,TRX,Crypto,2021-05-10,BUY,1.935,53366.87,103264.89,Coinbase,Asia
957,17,LINK,Crypto,2020-08-06,BUY,22.779,41584.69,947257.65,Coinbase,Asia
958,4,USDC,Crypto,2023-08-10,SELL,5.122,6290.08,32217.79,Kraken,Asia
959,18,TSLA,Stock,2022-02-23,SELL,22.664,1818.35,41211.08,Coinbase,Asia
960,2,TSLA,Stock,2022-04-24,SELL,26.058,1706.05,44456.25,NYSE,Asia
961,13,ETH,Crypto,2020-06-19,SELL,47.503,6565.15,311864.32,NASDAQ,USA
962,3,AMZN,Stock,2024-08-18,BUY,43.012,107.46,4622.07,Binance,Asia
963,17,DOGE,Crypto,2020-12-21,BUY,37.01,18331.95,678465.47,Binance,Asia
964,1,TRX,Crypto,2024-07-26,BUY,21.48,24518.63,526660.17,Kraken,Asia
965,5,SOL,Crypto,2021-01-26,SELL,33.412,27307.16,912386.83,Kraken,Asia
966,8,LTC,Crypto,2022-06-16,SELL,45.788,7291.75,333874.65,Coinbase,USA
967,13,XRP,Crypto,2024-07-18,BUY,49.01,46067.91,2257788.27,NYSE,USA
968,20,MSFT,Stock,2023-01-09,BUY,37.829,1328.51,50256.2,Kraken,Asia
969,8,BTC,Crypto,2023-01-24,SELL,47.601,13983.47,665627.16,Kraken,USA
970,8,SOL,Crypto,2020-10-25,BUY,15.018,30042.06,451171.66,Binance,USA
971,3,BNB,Crypto,2020-12-16,BUY,1.652,47479.1,78435.47,NYSE,Asia
972,17,XRP,Crypto,2024-10-30,BUY,9.08,5552.47,50416.43,Binance,Asia
973,5,XRP,Crypto,2023-07-05,BUY,26.408,28237.05,745684.02,NYSE,Asia
974,11,BNB,Crypto,2021-07-19,BUY,17.352,8206.85,142405.26,Binance,Asia
975,6,GOOGL,Stock,2024-05-29,BUY,47.779,1101.2,52614.23,NASDAQ,Asia
976,9,BTC,Crypto,2021-01-06,SELL,40.504,11909.72,482391.3,Binance,Asia
977,16,ETH,Crypto,2021-07-25,SELL,42.118,25974.41,1093990.2,Binance,Asia
978,17,LTC,Crypto,2020-01-13,BUY,31.5,14830.33,467155.4,NASDAQ,Asia
979,6,LTC,Crypto,2024-02-21,BUY,17.526,21991.5,385423.03,NASDAQ,Asia
980,1,USDC,Crypto,2021-02-27,SELL,49.412,44004.99,2174374.57,NYSE,Asia
981,2,XRP,Crypto,2023-06-02,SELL,2.348,31157.62,73158.09,Coinbase,Asia
982,7,DOGE,Crypto,2024-05-20,SELL,40.185,56710.53,2278912.65,NYSE,USA
983,5,AAPL,Stock,2021-06-28,SELL,22.977,1351.73,31058.7,NYSE,Asia
984,4,BTC,Crypto,2024-07-06,BUY,47.724,13191.21,629537.31,Binance,Asia
985,13,LTC,Crypto,2024-03-30,BUY,20.497,55657.04,1140802.35,NASDAQ,USA
986,3,GOOGL,Stock,2024-05-22,SELL,48.102,1745.12,83943.76,NASDAQ,Asia
987,18,DOGE,Crypto,2024-09-28,BUY,2.447,39170.77,95850.87,NASDAQ,Asia
988,8,GOOGL,Stock,2021-05-05,BUY,39.595,1697.04,67194.3,Kraken,USA
989,15,GOOGL,Stock,2022-10-06,SELL,15.741,727.02,11444.02,NYSE,Asia
990,7,SOL,Crypto,2021-10-18,SELL,27.055,17519.14,473980.33,NASDAQ,USA
991,8,LINK,Crypto,2022-06-23,SELL,6.606,18038.23,119160.55,NASDAQ,USA
992,18,LINK,Crypto,2023-06-15,BUY,4.228,19595.91,82851.51,NYSE,Asia
993,14,TRX,Crypto,2021-10-19,SELL,22.041,24435.07,538573.38,Kraken,Asia
994,5,AAPL,Stock,2024-10-30,SELL,39.055,161.33,6300.74,Binance,Asia
995,12,BNB,Crypto,2020-05-05,SELL,31.945,51371.21,1641053.3,Kraken,Asia
996,19,USDC,Crypto,2021-01-19,BUY,47.132,30493.18,1437204.56,Binance,USA
997,6,GOOGL,Stock,2024-06-13,SELL,46.175,1395.85,64453.37,NYSE,Asia
998,16,TRX,Crypto,2021-06-03,BUY,14.946,17190.97,256936.24,Binance,Asia
999,20,SOL,Crypto,2022-11-05,SELL,22.19,26836.77,595507.93,Coinbase,Asia
1000,20,SOL,Crypto,2021-01-10,BUY,12.229,41532.65,507902.78,NASDAQ,Asia
